client_id,age,sexe,zone,secteur,region,revenu_declare,anciennete_mois,defaut_90j,gt_C_star,gt_income_stab,gt_distress,gt_hidden_support,gt_camf_intensity,gt_p_mensonge,gt_defaut_true,gt_revenu_reel
1047,34,F,urbaine,formel,Sud-Ouest,156000.0,89,0,0.3271,0.5261,0.1756,0.2272,0.2635,0.323,0,152000.0
1048,21,M,urbaine,formel,Extrême-Nord,153000.0,16,0,0.4543,0.3395,0.5946,0.7043,0.4347,0.3078,0,140000.0
1049,19,M,urbaine,formel,Centre,84000.0,28,0,-1.1775,-0.7002,0.5512,-0.0098,0.7376,0.3685,0,78000.0
1050,24,F,urbaine,informel,Ouest,207000.0,18,0,-1.1403,0.6966,1.8453,0.2313,0.5229,0.7191,0,162000.0
1051,20,M,semi_urbaine,informel,Adamaoua,153000.0,12,1,-1.3912,0.1185,1.366,0.0587,0.723,0.527,1,127000.0
1052,35,F,urbaine,informel,Est,164000.0,22,0,0.0759,0.6513,0.1994,1.0031,0.7119,0.5087,0,159000.0
1053,21,M,urbaine,informel,Est,52000.0,55,1,0.0164,-1.1391,-0.0083,0.3226,0.6647,0.4569,0,52000.0
1054,23,M,semi_urbaine,formel,Nord,178000.0,75,0,1.1883,0.9516,0.0474,0.1419,0.4856,0.2379,0,177000.0
1055,22,F,urbaine,informel,Littoral,132000.0,66,0,0.2299,0.2052,-0.0928,-0.1879,0.8363,0.191,0,132000.0
1056,18,M,urbaine,informel,Littoral,128000.0,74,1,0.6533,0.139,-0.3974,-0.1092,0.7739,0.3603,0,128000.0
1057,18,F,semi_urbaine,formel,Littoral,115000.0,68,0,1.4091,-0.0833,-2.0031,0.3304,0.6246,0.0132,0,115000.0
1058,27,M,urbaine,informel,Est,191000.0,37,0,0.7337,1.1893,-0.9429,-0.0564,0.5317,0.1705,0,191000.0
1059,22,F,urbaine,formel,Adamaoua,368000.0,86,0,1.0486,2.6503,2.1312,-0.5588,0.7292,0.743,0,279000.0
1060,19,F,urbaine,informel,Adamaoua,53000.0,17,0,-0.0152,-1.1103,-0.0121,0.7649,0.722,0.1813,0,53000.0
1061,23,M,semi_urbaine,informel,Nord-Ouest,226000.0,67,0,-0.5409,0.7204,2.5823,1.1281,0.894,0.8708,0,163000.0
1062,22,M,urbaine,informel,Nord,35000.0,11,1,-2.144,-2.8779,1.0608,1.7839,0.7881,0.4847,1,30000.0
1063,25,F,urbaine,formel,Sud-Ouest,197000.0,73,0,0.5924,1.2686,0.0308,-0.6036,0.4028,0.168,0,196000.0
1064,35,M,urbaine,informel,Adamaoua,30000.0,9,0,-0.7185,-1.8702,-0.8918,0.6664,0.5441,0.2271,0,30000.0
1065,23,M,urbaine,formel,Adamaoua,127000.0,21,0,-0.7013,0.075,0.1364,-1.9091,0.6585,0.1384,0,125000.0
1066,30,F,semi_urbaine,informel,Sud,57000.0,38,1,-1.8178,-1.313,2.5669,1.129,0.8734,0.862,1,41000.0
1067,31,M,urbaine,formel,Adamaoua,177000.0,66,1,-1.1648,0.3844,1.6014,-1.4566,0.219,0.2596,1,143000.0
1068,18,M,semi_urbaine,informel,Nord,195000.0,5,0,-1.0624,0.8388,0.9476,-0.6843,0.867,0.5061,0,170000.0
1069,27,F,urbaine,informel,Sud-Ouest,30000.0,25,0,0.0755,-1.8573,-0.5177,0.3322,0.6546,0.1916,0,30000.0
1070,26,F,urbaine,formel,Adamaoua,134000.0,32,0,0.505,0.2405,-0.8901,-0.6215,0.3355,0.0813,0,134000.0
1071,27,M,semi_urbaine,formel,Nord,125000.0,70,0,0.6795,0.0866,-0.7267,-0.4584,0.6297,0.1518,0,125000.0
1072,21,F,urbaine,informel,Nord-Ouest,276000.0,92,0,-0.2743,1.581,1.8894,-0.4848,0.5561,0.6576,0,215000.0
1073,26,M,urbaine,formel,Sud-Ouest,229000.0,59,0,-0.7079,1.0318,1.712,0.7296,0.4013,0.7055,0,182000.0
1074,20,M,semi_urbaine,formel,Ouest,89000.0,49,0,-0.6705,-0.5772,0.3075,-0.6329,0.5583,0.3347,0,85000.0
1075,35,F,urbaine,formel,Ouest,128000.0,32,0,0.022,0.1287,-0.2375,-0.0542,0.3282,0.2241,0,128000.0
1076,28,F,urbaine,formel,Extrême-Nord,311000.0,79,0,0.5489,2.1561,1.6353,-0.3787,0.4331,0.5859,0,249000.0
1077,18,M,semi_urbaine,informel,Sud-Ouest,163000.0,11,0,1.0605,0.7144,-0.3288,1.1199,0.7488,0.1709,0,163000.0
1078,27,F,urbaine,informel,Nord,72000.0,13,0,-0.5656,-0.9182,0.7149,0.8479,0.8156,0.3687,0,65000.0
1079,34,F,urbaine,formel,Nord-Ouest,152000.0,20,0,-0.4759,0.3329,0.5537,-1.8353,0.4535,0.3424,0,140000.0
1080,31,M,urbaine,informel,Centre,106000.0,26,0,0.8617,-0.2351,-0.2004,1.0451,0.8121,0.2168,0,106000.0
1081,22,M,urbaine,formel,Centre,124000.0,44,0,0.3298,0.062,-0.5416,-0.6108,0.4717,0.2459,0,124000.0
1082,34,M,urbaine,formel,Est,53000.0,90,0,0.5457,-1.1102,-0.6477,0.2363,0.3301,0.1386,0,53000.0
1083,21,M,semi_urbaine,informel,Extrême-Nord,104000.0,62,0,-1.515,-0.6776,2.0998,-0.6389,0.9152,0.7531,0,79000.0
1084,22,M,urbaine,formel,Sud,311000.0,37,0,-0.7239,1.9892,1.9984,0.3711,0.4201,0.4151,0,239000.0
1085,20,F,semi_urbaine,informel,Centre,108000.0,21,0,0.0047,-0.3811,0.7766,2.8513,0.8091,0.5658,0,97000.0
1086,34,M,urbaine,informel,Sud,120000.0,62,0,-0.4293,-0.1033,0.3709,0.1272,0.6957,0.266,0,114000.0
1087,30,M,urbaine,informel,Sud-Ouest,128000.0,25,0,-0.0775,0.1405,-0.0008,-0.4598,0.4953,0.1643,0,128000.0
1088,27,M,urbaine,informel,Sud,278000.0,93,0,0.761,2.2181,0.6501,-0.2322,0.7419,0.6394,0,253000.0
1089,30,M,semi_urbaine,formel,Centre,157000.0,46,0,0.4751,0.6089,-0.4215,-1.169,0.6437,0.2208,0,157000.0
1090,22,F,urbaine,formel,Sud,223000.0,53,0,1.7497,1.6939,0.0322,1.449,0.646,0.3352,0,222000.0
1091,19,M,urbaine,formel,Sud,130000.0,86,0,0.4713,0.0018,0.5383,0.3129,0.6252,0.3675,0,120000.0
1092,33,F,semi_urbaine,informel,Ouest,109000.0,30,0,-0.0101,-0.2594,0.2651,-0.7489,0.852,0.3063,0,104000.0
1093,35,M,urbaine,informel,Centre,129000.0,45,0,-1.1368,0.0126,0.4291,-1.0163,0.5934,0.314,0,121000.0
1094,18,F,urbaine,formel,Est,110000.0,51,0,-0.4027,-0.1741,-0.1019,0.0153,0.4179,0.2841,0,110000.0
1095,18,F,semi_urbaine,formel,Nord-Ouest,144000.0,26,0,1.6304,0.3963,-0.147,1.232,0.8526,0.3202,0,144000.0
1096,28,F,urbaine,formel,Extrême-Nord,209000.0,6,0,0.8398,1.4881,-0.3875,-1.151,0.2696,0.1558,0,209000.0
1097,18,M,urbaine,informel,Nord-Ouest,87000.0,27,1,-0.9293,-0.8004,1.3764,1.1134,0.5712,0.8149,0,72000.0
1098,30,M,urbaine,informel,Extrême-Nord,120000.0,11,0,0.4777,0.0001,-1.1293,-0.0916,0.7074,0.1058,0,120000.0
1099,35,F,urbaine,informel,Littoral,217000.0,65,0,-1.1124,0.7087,2.2296,-0.9302,0.7766,0.5425,0,163000.0
1100,23,F,urbaine,informel,Sud-Ouest,79000.0,1,0,-1.9897,-0.8245,0.7789,-0.4677,0.7167,0.2088,0,71000.0
1101,23,F,semi_urbaine,formel,Adamaoua,247000.0,31,0,0.7333,1.6954,0.7575,2.0486,0.7375,0.1637,0,222000.0
1102,33,F,urbaine,informel,Ouest,149000.0,84,0,-0.9418,0.0729,1.3007,-1.3882,0.378,0.4806,0,124000.0
1103,24,M,semi_urbaine,informel,Est,110000.0,55,0,-0.3616,-0.1651,-0.0561,-0.4319,0.7596,0.2333,0,110000.0
1104,22,F,semi_urbaine,formel,Centre,36000.0,64,0,0.039,-1.4081,-0.8327,1.2526,0.4085,0.1625,0,36000.0
1105,19,F,semi_urbaine,informel,Nord,98000.0,64,1,1.2217,-0.3736,-0.357,0.5165,0.8762,0.2078,0,98000.0
1106,33,F,semi_urbaine,formel,Nord,178000.0,29,0,0.316,0.9716,-0.175,-0.4912,0.3604,0.2786,0,178000.0
1107,34,F,semi_urbaine,informel,Extrême-Nord,269000.0,61,0,0.7456,1.7453,1.3203,1.2648,0.6053,0.5536,0,225000.0
1108,19,M,semi_urbaine,informel,Littoral,156000.0,22,0,0.6165,0.5679,0.0884,1.3123,0.861,0.2865,0,154000.0
1109,32,M,urbaine,informel,Ouest,223000.0,61,0,0.2821,1.1262,1.2566,0.3314,0.7435,0.4463,0,188000.0
1110,20,F,urbaine,informel,Extrême-Nord,47000.0,65,0,0.1686,-1.2091,-1.7276,-0.6124,0.7014,0.1543,0,47000.0
1111,20,M,urbaine,formel,Ouest,148000.0,84,0,0.9822,0.4732,-0.2698,-0.4583,0.5789,0.0786,0,148000.0
1112,24,F,urbaine,informel,Adamaoua,246000.0,88,0,0.0933,1.2207,1.816,0.2847,0.7444,0.6932,0,193000.0
1113,25,F,urbaine,informel,Adamaoua,71000.0,3,0,-1.8417,-0.8877,0.4608,-1.3119,0.659,0.3331,0,67000.0
1114,33,F,semi_urbaine,informel,Nord,178000.0,29,1,1.0155,0.9652,-0.2022,1.6278,0.6347,0.329,0,178000.0
1115,30,F,urbaine,informel,Sud,164000.0,52,0,0.9148,0.7333,-0.0154,1.7002,0.7073,0.2638,0,164000.0
1116,20,F,semi_urbaine,formel,Nord,172000.0,31,0,2.0775,0.8747,-2.8842,0.064,0.7191,0.02,0,172000.0
1117,28,M,urbaine,informel,Nord,100000.0,59,0,0.4336,-0.3287,-0.3612,0.3561,0.7528,0.1847,0,100000.0
1118,33,M,urbaine,informel,Extrême-Nord,76000.0,82,0,-0.7181,-0.9863,1.6889,1.1858,0.6584,0.7951,0,61000.0
1119,29,M,urbaine,formel,Ouest,263000.0,25,0,2.2668,2.3754,-0.5228,1.9556,0.2992,0.1457,0,263000.0
1120,22,F,urbaine,informel,Littoral,162000.0,85,0,1.0759,0.6319,0.1896,1.557,0.7706,0.5872,0,158000.0
1121,20,F,urbaine,informel,Ouest,140000.0,84,0,0.9605,0.3406,-1.6883,-1.7355,0.7176,0.0866,0,140000.0
1122,26,F,urbaine,informel,Est,95000.0,87,0,-0.215,-0.4128,-1.0067,-0.3156,0.6206,0.1309,0,95000.0
1123,26,F,urbaine,informel,Ouest,156000.0,7,0,-0.8466,0.0379,1.8185,0.5007,0.6425,0.634,0,122000.0
1124,24,F,urbaine,formel,Nord,183000.0,28,0,-0.058,0.7647,0.6954,-0.4942,0.3905,0.4169,0,166000.0
1125,19,M,urbaine,informel,Extrême-Nord,144000.0,12,0,0.6002,0.3999,-0.6367,1.7828,0.8039,0.1272,0,144000.0
1126,20,M,urbaine,formel,Littoral,200000.0,12,0,1.469,1.3343,-0.5631,1.6294,0.3372,0.152,0,200000.0
1127,27,M,urbaine,informel,Ouest,79000.0,6,0,-0.9946,-0.7825,0.581,-0.8159,0.5506,0.3841,0,73000.0
1128,34,M,urbaine,informel,Littoral,32000.0,42,1,-0.0676,-1.4666,-0.5811,-0.1624,0.575,0.2095,0,32000.0
1129,28,M,urbaine,informel,Est,125000.0,9,0,0.6131,0.0843,-1.3414,-0.7496,0.8136,0.1195,0,125000.0
1130,25,M,urbaine,informel,Est,32000.0,29,0,-1.2586,-1.7472,0.4977,-0.1951,0.7848,0.4229,0,30000.0
1131,34,F,urbaine,informel,Nord-Ouest,118000.0,94,0,-0.2796,-0.3237,1.1551,-0.2254,0.4125,0.5241,0,101000.0
1132,30,M,semi_urbaine,informel,Ouest,106000.0,84,0,-0.5128,-0.5092,1.2653,1.2543,0.8671,0.7465,0,89000.0
1133,30,M,semi_urbaine,formel,Extrême-Nord,214000.0,90,0,0.2394,1.0917,1.0204,-0.5885,0.7261,0.468,0,186000.0
1134,28,M,semi_urbaine,informel,Extrême-Nord,239000.0,4,0,0.4785,1.9826,-0.9208,-2.3167,0.6637,0.4341,0,239000.0
1135,31,M,urbaine,informel,Adamaoua,33000.0,63,0,-1.376,-1.9446,0.6245,-1.6045,0.3331,0.3994,0,30000.0
1136,27,F,urbaine,formel,Littoral,292000.0,61,0,0.8877,2.8742,-0.1802,-1.0283,0.4412,0.2918,0,292000.0
1137,29,M,urbaine,informel,Nord-Ouest,115000.0,13,0,-0.5389,-0.2331,0.5663,-0.6557,0.7676,0.2837,0,106000.0
1138,29,F,semi_urbaine,informel,Littoral,151000.0,87,0,0.3336,0.3478,0.465,0.4872,0.8838,0.5644,0,141000.0
1139,31,M,semi_urbaine,informel,Sud,35000.0,39,1,-0.6496,-1.4148,-0.0254,-0.7798,0.6751,0.1907,0,35000.0
1140,34,M,semi_urbaine,informel,Adamaoua,180000.0,93,0,1.6962,0.9969,-2.3429,-0.9111,0.8746,0.0555,0,180000.0
1141,23,M,semi_urbaine,formel,Centre,188000.0,11,1,-0.7325,0.6415,1.2336,-0.6294,0.3588,0.4138,1,158000.0
1142,30,F,urbaine,informel,Littoral,133000.0,62,0,-0.7926,-0.0615,0.9505,-1.1157,0.6025,0.5316,0,116000.0
1143,18,M,semi_urbaine,formel,Adamaoua,40000.0,13,0,0.0025,-1.3374,-1.3602,-0.2545,0.6204,0.0651,0,40000.0
1144,27,M,semi_urbaine,formel,Centre,175000.0,91,0,-0.1766,0.6738,0.6184,-0.2973,0.7263,0.2285,0,160000.0
1145,34,F,urbaine,informel,Extrême-Nord,176000.0,58,0,0.8681,0.8458,0.2033,0.6891,0.7532,0.2729,0,171000.0
1146,29,F,semi_urbaine,formel,Sud,142000.0,8,0,-0.707,0.3637,-0.2805,-0.6895,0.6922,0.3481,0,142000.0
1147,22,M,urbaine,formel,Nord,226000.0,21,0,0.9073,1.7742,-0.7024,-0.3576,0.3299,0.1609,0,226000.0
1148,28,M,semi_urbaine,informel,Adamaoua,222000.0,35,0,-0.7862,1.1329,1.206,-0.245,0.8453,0.3345,0,188000.0
1149,24,M,semi_urbaine,formel,Adamaoua,118000.0,2,0,0.7686,-0.0411,-0.6638,1.1089,0.6802,0.2244,0,118000.0
1150,25,M,urbaine,formel,Nord,252000.0,1,0,1.6627,2.1951,-1.0418,-0.1543,0.2751,0.0588,0,252000.0
1151,22,F,semi_urbaine,formel,Centre,187000.0,88,0,0.4706,0.6453,1.2088,1.3507,0.3854,0.5582,0,159000.0
1152,29,M,urbaine,informel,Littoral,132000.0,94,1,0.242,0.0497,0.4731,-1.1524,0.7599,0.4397,1,123000.0
1153,21,F,semi_urbaine,formel,Littoral,162000.0,51,0,0.4086,0.699,-0.0225,0.2506,0.6248,0.2788,0,162000.0
1154,25,M,semi_urbaine,informel,Est,149000.0,86,1,-0.355,0.0693,1.3272,-0.2759,0.6735,0.7869,1,124000.0
1155,34,F,semi_urbaine,informel,Sud,30000.0,63,0,-1.5299,-2.6301,-0.0229,-0.926,0.7236,0.1798,0,30000.0
1156,31,M,semi_urbaine,formel,Extrême-Nord,145000.0,3,0,0.2386,0.4145,-0.3461,0.2325,0.6103,0.2236,0,145000.0
1157,25,F,urbaine,informel,Ouest,44000.0,68,0,-0.1516,-1.3639,0.9405,1.7329,0.6738,0.6462,0,38000.0
1158,35,M,urbaine,formel,Adamaoua,254000.0,2,0,2.3534,2.2263,-1.4966,-0.8529,0.224,0.046,0,254000.0
1159,18,F,urbaine,informel,Nord-Ouest,244000.0,78,0,0.3436,1.5861,0.896,-0.1275,0.8747,0.345,0,215000.0
1160,35,F,urbaine,formel,Nord-Ouest,207000.0,35,0,1.0422,1.4519,-0.6539,-1.3122,0.5089,0.113,0,207000.0
1161,24,M,urbaine,informel,Sud-Ouest,129000.0,14,0,-1.5066,-0.2385,1.4861,-1.4592,0.653,0.63,0,106000.0
1162,32,F,urbaine,formel,Extrême-Nord,104000.0,25,1,-0.8084,-0.408,0.6215,-0.7873,0.3742,0.1698,1,96000.0
1163,35,M,urbaine,informel,Sud,93000.0,65,1,-0.8858,-0.6576,1.0443,-0.45,0.6486,0.5673,1,81000.0
1164,28,M,urbaine,formel,Nord,273000.0,81,0,2.2921,2.5426,-1.5449,-0.4056,0.3104,0.0283,0,273000.0
1165,28,M,semi_urbaine,informel,Sud,85000.0,55,1,-1.8938,-0.6922,0.5579,0.074,0.8066,0.5691,1,78000.0
1166,31,F,urbaine,formel,Nord,30000.0,16,0,-0.3687,-1.7556,-1.1234,-1.6483,0.2692,0.1189,0,30000.0
1167,22,F,semi_urbaine,formel,Est,221000.0,86,0,0.7447,1.6302,0.0891,-0.3259,0.6298,0.482,0,218000.0
1168,21,F,urbaine,formel,Nord-Ouest,246000.0,76,0,2.7472,2.1005,-2.2437,0.5018,0.3579,0.0513,0,246000.0
1169,24,M,urbaine,informel,Nord-Ouest,220000.0,39,0,0.95,1.6592,-0.9288,-1.3582,0.5599,0.1172,0,220000.0
1170,26,M,urbaine,informel,Nord-Ouest,233000.0,53,0,-0.8707,1.0383,1.8542,-0.3551,0.8258,0.5473,0,182000.0
1171,31,M,urbaine,informel,Sud-Ouest,221000.0,92,0,0.5264,1.2015,0.998,0.2928,0.6448,0.5104,0,192000.0
1172,22,M,urbaine,informel,Est,129000.0,36,1,-0.4295,0.0529,0.2912,-0.7823,0.7252,0.3195,1,123000.0
1173,28,F,urbaine,informel,Ouest,30000.0,3,0,-1.311,-2.0763,-0.3255,0.3415,0.416,0.3586,0,30000.0
1174,18,F,urbaine,formel,Sud,158000.0,14,0,0.3672,0.6279,-0.9941,-1.5211,0.4505,0.06,0,158000.0
1175,18,F,urbaine,informel,Centre,177000.0,58,0,0.1758,0.6216,0.8549,0.8884,0.7739,0.7275,0,157000.0
1176,35,F,urbaine,informel,Ouest,117000.0,95,0,0.5214,-0.1353,0.2823,0.3658,0.6296,0.5047,0,112000.0
1177,33,F,urbaine,informel,Sud,144000.0,71,1,-1.6558,-0.1808,2.1186,0.0557,0.3596,0.6867,1,109000.0
1178,33,F,semi_urbaine,informel,Sud-Ouest,67000.0,59,0,-0.5591,-0.9641,0.4691,1.4248,0.7692,0.6227,0,62000.0
1179,23,F,urbaine,informel,Est,66000.0,31,0,-0.8642,-1.0017,0.7056,-0.3293,0.7343,0.3026,0,60000.0
1180,27,F,semi_urbaine,informel,Extrême-Nord,230000.0,42,0,1.0964,1.8381,-0.7136,-0.3179,0.8746,0.1796,0,230000.0
1181,30,M,semi_urbaine,informel,Sud-Ouest,242000.0,4,0,0.7941,1.8743,0.2803,1.6725,0.7052,0.1804,0,232000.0
1182,22,M,semi_urbaine,formel,Sud-Ouest,162000.0,36,0,0.5683,0.5974,0.25,2.1408,0.3649,0.5082,0,156000.0
1183,31,M,semi_urbaine,informel,Extrême-Nord,142000.0,60,0,-0.0473,0.2815,0.2594,-0.3934,0.6611,0.1474,0,137000.0
1184,30,F,urbaine,informel,Nord-Ouest,62000.0,87,0,-0.3957,-0.9809,0.1169,-0.1137,0.5129,0.1469,0,61000.0
1185,25,F,urbaine,informel,Ouest,182000.0,88,0,0.2763,0.6426,0.9783,1.045,0.7568,0.3774,0,159000.0
1186,25,F,urbaine,informel,Sud,296000.0,79,0,-0.4698,1.7596,2.0861,-0.0781,0.3562,0.8417,0,226000.0
1187,23,F,semi_urbaine,formel,Sud,67000.0,3,0,-0.3421,-0.9292,0.2603,0.8946,0.5767,0.3792,0,64000.0
1188,32,M,urbaine,formel,Centre,219000.0,78,0,0.747,1.0639,1.2613,0.7804,0.5857,0.4771,0,184000.0
1189,35,M,urbaine,formel,Est,208000.0,21,1,-0.783,1.139,0.6989,-0.5623,0.3863,0.4851,1,188000.0
1190,35,F,semi_urbaine,informel,Sud,191000.0,59,0,-1.001,0.5276,1.7473,0.7193,0.8148,0.6232,0,152000.0
1191,31,F,urbaine,formel,Ouest,255000.0,90,0,2.1952,2.2428,-0.5618,-0.0062,0.2397,0.1748,0,255000.0
1192,24,F,urbaine,informel,Extrême-Nord,256000.0,85,0,1.3227,2.036,0.393,-1.2169,0.4998,0.5853,0,242000.0
1193,32,F,semi_urbaine,informel,Extrême-Nord,113000.0,64,0,-1.2452,-0.2335,0.4701,-0.6897,0.8644,0.3263,0,106000.0
1194,22,M,urbaine,informel,Est,189000.0,29,0,-0.327,0.6732,1.1892,-0.6524,0.7145,0.4038,0,160000.0
1195,34,M,urbaine,formel,Centre,182000.0,50,0,0.7633,0.6842,0.8736,0.9285,0.4057,0.4424,0,161000.0
1196,22,M,semi_urbaine,informel,Sud-Ouest,92000.0,67,0,-0.5805,-0.6321,0.7676,1.2614,0.7125,0.5337,0,82000.0
1197,25,M,urbaine,formel,Littoral,197000.0,49,0,0.7241,0.8708,0.9726,0.7499,0.4793,0.4113,0,172000.0
1198,19,M,urbaine,informel,Sud,162000.0,39,0,0.3811,0.6715,0.0561,0.4401,0.5972,0.414,0,160000.0
1199,19,M,urbaine,formel,Sud,195000.0,39,0,0.0526,0.8169,1.0172,0.4128,0.6593,0.3763,0,169000.0
1200,25,M,semi_urbaine,formel,Sud-Ouest,122000.0,57,1,-0.8566,-0.2812,1.1882,0.5776,0.8618,0.4615,1,103000.0
1201,27,M,urbaine,formel,Est,143000.0,4,0,-0.1365,0.1364,0.7796,0.4076,0.5105,0.4077,0,128000.0
1202,18,F,semi_urbaine,informel,Sud,104000.0,95,0,0.1329,-0.4559,0.7907,0.7754,0.7829,0.4711,0,93000.0
1203,33,M,semi_urbaine,formel,Sud-Ouest,118000.0,10,0,-0.4887,-0.2424,0.7645,-1.1044,0.256,0.5881,0,105000.0
1204,20,M,urbaine,informel,Centre,139000.0,94,0,0.938,0.3135,-0.2895,-0.7902,0.5228,0.2614,0,139000.0
1205,35,M,urbaine,informel,Ouest,164000.0,4,0,-0.8219,0.4181,0.8524,-1.0289,0.7704,0.3977,0,145000.0
1206,22,M,urbaine,informel,Adamaoua,203000.0,49,0,1.4721,0.9795,0.9179,1.1071,0.5871,0.5357,0,179000.0
1207,24,M,semi_urbaine,formel,Sud-Ouest,105000.0,40,0,1.6503,-0.2576,-1.2139,1.9541,0.578,0.1434,0,105000.0
1208,20,M,urbaine,formel,Est,132000.0,55,0,-0.7178,0.0225,0.5924,-2.169,0.5893,0.425,0,121000.0
1209,32,F,urbaine,formel,Sud,249000.0,42,0,1.9523,2.1546,-1.1303,1.5648,0.5925,0.1317,0,249000.0
1210,31,M,urbaine,formel,Sud,146000.0,86,0,0.1864,0.4355,-0.3492,0.0867,0.3934,0.0749,0,146000.0
1211,19,M,semi_urbaine,informel,Sud-Ouest,135000.0,2,0,-0.7659,0.0301,0.6991,1.3127,0.7965,0.134,0,122000.0
1212,19,M,urbaine,formel,Sud,145000.0,94,0,0.7344,0.4249,-0.6256,0.5065,0.5256,0.2501,0,145000.0
1213,28,F,semi_urbaine,formel,Centre,230000.0,66,0,1.9868,1.733,0.1852,1.7404,0.5132,0.2953,0,224000.0
1214,33,M,urbaine,formel,Centre,231000.0,74,0,1.3079,1.7718,0.1335,0.2097,0.3347,0.2328,0,226000.0
1215,19,F,semi_urbaine,informel,Sud-Ouest,187000.0,14,0,-0.0145,1.1132,-0.1492,-1.0635,0.8548,0.3279,0,187000.0
1216,21,F,urbaine,formel,Sud,173000.0,7,0,-0.3527,0.6266,0.6726,-0.1057,0.5231,0.6134,0,158000.0
1217,27,M,urbaine,informel,Sud,68000.0,38,1,-0.374,-0.8724,-0.0934,0.5157,0.8539,0.4413,1,68000.0
1218,19,M,semi_urbaine,formel,Sud-Ouest,370000.0,31,0,0.1556,2.5252,2.4296,0.084,0.7081,0.8121,0,272000.0
1219,23,M,semi_urbaine,informel,Ouest,186000.0,75,0,0.2936,0.8563,0.5669,0.9577,0.8817,0.2647,0,171000.0
1220,18,F,urbaine,informel,Nord-Ouest,93000.0,86,0,0.4548,-0.4567,-0.5485,-0.0657,0.614,0.1248,0,93000.0
1221,26,M,urbaine,formel,Extrême-Nord,241000.0,41,0,1.5447,2.0238,-0.8795,-0.5955,0.524,0.0287,0,241000.0
1222,30,M,urbaine,formel,Centre,146000.0,73,0,-1.1358,0.0644,1.2157,-1.086,0.3404,0.5434,0,124000.0
1223,25,M,urbaine,formel,Sud-Ouest,241000.0,6,0,1.5082,2.0107,-0.3059,-0.3918,0.5161,0.287,0,241000.0
1224,22,M,urbaine,formel,Nord-Ouest,245000.0,71,0,2.0003,2.0783,-1.2483,0.2046,0.5771,0.1532,0,245000.0
1225,25,F,semi_urbaine,formel,Nord-Ouest,115000.0,10,1,-1.8024,-0.3215,0.9778,-1.6594,0.6205,0.4963,1,101000.0
1226,27,M,urbaine,informel,Ouest,161000.0,64,0,0.3663,0.5818,0.2585,-0.7801,0.8703,0.2974,0,155000.0
1227,20,F,semi_urbaine,informel,Est,200000.0,37,1,-0.8937,0.7822,1.3343,-1.6967,0.9044,0.4656,0,167000.0
1228,20,M,urbaine,formel,Extrême-Nord,363000.0,40,0,1.0479,3.2149,1.0657,-0.6171,0.6507,0.3024,0,313000.0
1229,21,F,urbaine,informel,Sud-Ouest,86000.0,27,1,-1.1126,-0.7423,0.931,1.1973,0.7828,0.4353,0,75000.0
1230,35,F,semi_urbaine,formel,Extrême-Nord,334000.0,39,0,-0.4162,2.0325,2.5427,-0.8861,0.734,0.5991,0,242000.0
1231,31,M,urbaine,informel,Adamaoua,121000.0,84,0,1.934,0.0173,-1.1323,0.7032,0.4621,0.2758,0,121000.0
1232,20,M,semi_urbaine,formel,Ouest,82000.0,77,0,0.7515,-0.6414,-0.6602,3.1488,0.7889,0.0644,0,82000.0
1233,23,M,urbaine,informel,Littoral,119000.0,33,0,0.2307,-0.12,0.3608,1.4535,0.5836,0.3114,0,113000.0
1234,25,M,semi_urbaine,informel,Sud-Ouest,173000.0,28,1,-1.9764,0.0025,2.9106,0.4335,0.7473,0.6125,1,120000.0
1235,21,M,semi_urbaine,formel,Centre,119000.0,49,0,-0.0509,-0.4589,1.9394,1.1584,0.707,0.651,0,92000.0
1236,33,F,semi_urbaine,formel,Adamaoua,212000.0,66,0,-0.0917,0.9122,1.4274,-1.0697,0.6935,0.4958,0,175000.0
1237,34,F,urbaine,formel,Est,213000.0,18,0,0.7729,1.5578,-0.7407,-1.5734,0.267,0.1015,0,213000.0
1238,22,F,urbaine,informel,Extrême-Nord,134000.0,69,0,-0.1112,0.2382,-0.0479,0.0287,0.648,0.1676,0,134000.0
1239,18,F,urbaine,informel,Est,87000.0,91,0,-0.1229,-0.5418,-0.1805,0.3986,0.7405,0.2385,0,87000.0
1240,22,F,urbaine,informel,Centre,111000.0,81,0,0.8404,-0.1485,-0.1466,1.0944,0.6843,0.1887,0,111000.0
1241,28,M,urbaine,informel,Extrême-Nord,158000.0,53,0,-1.8779,-0.0045,2.1425,-0.5688,0.7491,0.6998,0,120000.0
1242,32,M,urbaine,informel,Sud-Ouest,142000.0,31,0,-0.6286,0.2173,0.4372,0.1934,0.9048,0.6383,0,133000.0
1243,24,M,urbaine,informel,Ouest,202000.0,31,0,0.2655,1.1098,0.5351,0.1591,0.733,0.3977,0,187000.0
1244,22,F,urbaine,informel,Nord,165000.0,71,0,-0.5065,0.2719,1.3988,-0.1314,0.6222,0.6408,0,136000.0
1245,22,M,urbaine,informel,Sud,36000.0,44,0,0.0039,-1.4027,-1.0527,-0.0725,0.5544,0.0974,0,36000.0
1246,18,M,urbaine,formel,Extrême-Nord,125000.0,11,0,-0.6664,0.0377,0.1495,-0.8547,0.4843,0.163,0,122000.0
1247,18,M,urbaine,informel,Littoral,130000.0,65,0,0.9269,0.166,-0.471,0.2797,0.6295,0.1919,0,130000.0
